,query,verbs,nouns,verb_noun,cancel_noun_verb
351,is it possible to change the order I have made?,"change,made",order,"change,made,order",FALSE
352,help to change an order I have made,"help,change,made",order,"help,change,made,order",FALSE
353,help me change something of an order,"help,change",order,"help,change,order",FALSE
354,I don't know how to remove an item from an order,"know,remove","item,order","know,remove,item,order",FALSE
355,question about changing my order,changing,"question,order","changing,question,order",FALSE
356,I am trying to change my last order,"trying,change",order,"trying,change,order",FALSE
357,help to change an item of an order,"help,change","item,order","help,change,item,order",FALSE
358,I need help changing my order,"need,changing","help,order","need,changing,help,order",FALSE
359,I need to change the last order I have made,"need,change,made",order,"need,change,made,order",FALSE
360,I need assistance to change an order,"need,change","assistance,order","need,change,assistance,order",FALSE
361,I have missed some items in the order,missed,"items,order","missed,items,order",FALSE
362,is it possible to change an order I have made?,"change,made",order,"change,made,order",FALSE
363,I do not know how to add an item,"know,add",item,"know,add,item",FALSE
364,I need assistance with changing the order I have made,"need,changing,made","assistance,order","need,changing,made,assistance,order",FALSE
365,can you help me removing several items from an order?,"help,removing","items,order","help,removing,items,order",FALSE
366,can you help me removing several items?,"help,removing",items,"help,removing,items",FALSE
367,I want assistance to change the last order,"want,change","assistance,order","want,change,assistance,order",FALSE
368,I don't know how to remove some items,"know,remove",items,"know,remove,items",FALSE
369,I need help to change several items of an order,"need,change","help,items,order","need,change,help,items,order",FALSE
370,help me remove several items,"help,remove",items,"help,remove,items",FALSE
371,I have problems with adding something,"have,adding",problems,"have,adding,problems",FALSE
372,I try to add something,"try,add",,"try,add,",FALSE
373,problems with changing my last order,changing,"problems,order","changing,problems,order",FALSE
374,I have a question about changing the last order I have made,"have,changing,made","question,order","have,changing,made,question,order",FALSE
375,help with adding some items,"help,adding",items,"help,adding,items",FALSE
376,is it possible to add some items to an order?,add,"items,order","add,items,order",FALSE
377,can you help me to remove several items?,"help,remove",items,"help,remove,items",FALSE
378,I can't remove some items,remove,items,"remove,items",FALSE
379,how do I add several items to an order?,add,"items,order","add,items,order",FALSE
380,I want to remove some items from an order,"want,remove","items,order","want,remove,items,order",FALSE
381,I need assistance with adding some items,"need,adding","assistance,items","need,adding,assistance,items",FALSE
382,I would like to remove something,"like,remove",,"like,remove,",FALSE
383,I need help with removing an item,"need,removing","help,item","need,removing,help,item",FALSE
384,could you help me to remove an item?,"help,remove",item,"help,remove,item",FALSE
385,I have to remove several items from an order,"have,remove","items,order","have,remove,items,order",FALSE
386,I try to remove something from an order,"try,remove",order,"try,remove,order",FALSE
387,I have problems with adding some items to an order,"have,adding","problems,items,order","have,adding,problems,items,order",FALSE
388,assistance to add something,add,assistance,"add,assistance",FALSE
389,how can I add an item to an order?,add,"item,order","add,item,order",FALSE
390,how can I remove several items from an order?,remove,"items,order","remove,items,order",FALSE
391,I want help adding several items to an order,"want,adding","help,items,order","want,adding,help,items,order",FALSE
392,I do not know how I could add something,"know,add",,"know,add,",FALSE
393,problem with changing an order,changing,"problem,order","changing,problem,order",FALSE
394,is it possible to change an order I made?,"change,made",order,"change,made,order",FALSE
395,I need help to change something of an order,"need,change","help,order","need,change,help,order",FALSE
396,how can I remove some items from an order?,remove,"items,order","remove,items,order",FALSE
397,I don't know how I can add an item,"know,add",item,"know,add,item",FALSE
398,I am trying to change the last order I made,"trying,change,made",order,"trying,change,made,order",FALSE
399,I cannot remove some items from an order,remove,"items,order","remove,items,order",FALSE
400,I want assistance to change an order I have made,"want,change,made","assistance,order","want,change,made,assistance,order",FALSE
401,assistance to remove an item,remove,"assistance,item","remove,assistance,item",FALSE
402,I have problems with removing something,"have,removing",problems,"have,removing,problems",FALSE
403,assistance to change an order,change,"assistance,order","change,assistance,order",FALSE
404,help me change an item of an order,"help,change","item,order","help,change,item,order",FALSE
405,how can I get information about changing orders?,"get,changing","information,orders","get,changing,information,orders",FALSE
406,I want assistance to change an item of an order,"want,change","assistance,item,order","want,change,assistance,item,order",FALSE
407,I need help to change an order I made,"need,change,made","help,order","need,change,made,help,order",FALSE
408,can you help me add several items to an order?,"help,add","items,order","help,add,items,order",FALSE
409,help me changing something of an order,"help,changing",order,"help,changing,order",FALSE
410,how do I change several items of an order?,change,"items,order","change,items,order",FALSE
411,how could I get information about order changes?,get,"information,order,changes","get,information,order,changes",FALSE
412,can you help me to add some items?,"help,add",items,"help,add,items",FALSE
413,I have got to remove something,"got,remove",,"got,remove,",FALSE
414,I need help with adding an item to an order,"need,adding","help,item,order","need,adding,help,item,order",FALSE
415,I have a problem with changing the order I have made,"have,changing,made","problem,order","have,changing,made,problem,order",FALSE
416,problems with adding an item to an order,adding,"problems,item,order","adding,problems,item,order",FALSE
417,information about changing orders,changing,"information,orders","changing,information,orders",FALSE
418,how to change the last order I have made?,"change,made",order,"change,made,order",FALSE
419,I want assistance to remove something from an order,"want,remove","assistance,order","want,remove,assistance,order",FALSE
420,I need assistance to change the last order,"need,change","assistance,order","need,change,assistance,order",FALSE
421,I do not know how I can add an item,"know,add",item,"know,add,item",FALSE
422,I have a problem with changing some items of an order,"have,changing","problem,items,order","have,changing,problem,items,order",FALSE
423,assistance changing my last order,changing,"assistance,order","changing,assistance,order",FALSE
424,I have problems with changing something of an order,"have,changing","problems,order","have,changing,problems,order",FALSE
425,I have problems with removing something from an order,"have,removing","problems,order","have,removing,problems,order",FALSE
426,I have to change my last order,"have,change",order,"have,change,order",FALSE
427,could you help me remove some items from an order?,"help,remove","items,order","help,remove,items,order",FALSE
428,help to change the order I made,"help,change,made",order,"help,change,made,order",FALSE
429,I want to add some items to an order,"want,add","items,order","want,add,items,order",FALSE
430,I do not know how I can add several items,"know,add",items,"know,add,items",FALSE
431,could I add something?,add,,"add,",FALSE
432,help me removing several items,"help,removing",items,"help,removing,items",FALSE
433,I don't know how I could change some items of an order,"know,change","items,order","know,change,items,order",FALSE
