query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
"I don't have an online account, what can I do to create one?","have,do,create",account,"have,do,create,account",account,set_up,Positive
"i have no account, what should i do to create one?","have,do,create",account,"have,do,create,account",account,set_up,Negative
"i have no online account, what can i do to create one?","have,do,create",account,"have,do,create,account",account,set_up,Negative
I have to create an account,"have,create",account,"have,create,account",account,set_up,Positive
i have to create a different account,"have,create",account,"have,create,account",account,set_up,Positive
"I have no account, create one","have,create",account,"have,create,account",account,set_up,Negative
"I have no online account, how can I create one?","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an account, can I create one?","have,create",account,"have,create,account",account,set_up,Positive
"I have no fucking account, how do I create one?","have,create",account,"have,create,account",account,set_up,Negative
"I have no online account, can you create one?","have,create",account,"have,create,account",account,set_up,Negative
"I have no online account, can I create one?","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an account, can you create one?","have,create",account,"have,create,account",account,set_up,Positive
"i have no account, how can i create one ?","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an online account, create one","have,create",account,"have,create,account",account,set_up,Positive
"I don't have an online account, how do I create one ?","have,create",account,"have,create,account",account,set_up,Positive
"i dont have an account, can u create one?","have,create",account,"have,create,account",account,set_up,Positive
"I don't have an online account, can you create one?","have,create",account,"have,create,account",account,set_up,Positive
"I have no online account, how do I create one?","have,create",account,"have,create,account",account,set_up,Negative
"i have no account, can i create one?","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an online account, how can I create one?","have,create",account,"have,create,account",account,set_up,Positive
"I have no account, how can I create one?","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an account, how can I create one?","have,create",account,"have,create,account",account,set_up,Positive
"I don't have an account, how do I create one?","have,create",account,"have,create,account",account,set_up,Positive
"I don't have an account, create one","have,create",account,"have,create,account",account,set_up,Positive
"I have no online account, create one","have,create",account,"have,create,account",account,set_up,Negative
"I don't have an online account, can I create one?","have,create",account,"have,create,account",account,set_up,Positive
"i dont have an account, create one","have,create",account,"have,create,account",account,set_up,Positive
"i have no online account, how do i create one?","have,create",account,"have,create,account",account,set_up,Negative
"i dont have an account, how can i create one?","have,create",account,"have,create,account",account,set_up,Positive
I want to open a different account,"want,open",account,"want,open,account",account,set_up,Positive
"I want an online account, can you open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an account, can I open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an account, how do I open one?","want,open",account,"want,open,account",account,set_up,Positive
"i want an account, can i open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an online account, how do I open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an online account, can I open one?","want,open",account,"want,open,account",account,set_up,Positive
I want to open an account,"want,open",account,"want,open,account",account,set_up,Positive
"i want an account, can u open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an account, how can I open one?","want,open",account,"want,open,account",account,set_up,Positive
"I want an online account, open one","want,open",account,"want,open,account",account,set_up,Positive
"I want an account, can you open one?","want,open",account,"want,open,account",account,set_up,Positive
"i want an account, how can i open one?","want,open",account,"want,open,account",account,set_up,Positive
i dont know what i need to do to create an online account,"know,need,do,create",account,"know,need,do,create,account",account,set_up,Positive
