,verb_noun,counts,Subject,Intent
612,"ask,get,agent,invoice",8,invoice,enquiry
613,"want,track,tell,do,orders",8,order,enquiry
614,"check,offer,options,delivery",8,delivery,enquiry
615,"notify,issues,payment",8,complaint,enquiry
616,"have,trying,make,inform,problem,payment,card",8,complaint,enquiry
617,"report,making,problems,payment",8,complaint,enquiry
618,"ask,solve,agent,problems,payment",8,payment methods,enquiry
619,"have,trying,pay,inform,issue",8,complaint,enquiry
620,"see,money,policy",8,refund,enquiry
621,"view,cancellation,penalty",8,cancellation_fee,enquiry
622,"have,making,report,problem,payment,card",8,complaint,enquiry
623,",shipping,address",8,shipping address,modification
624,"inform,payment,problems",8,complaint,enquiry
625,"tell,see,bills",8,invoice,enquiry
626,"want,modify,tell,do,order",8,order,modification
627,"ask,remove,agent,profile",8,account,deletion
628,"ask,report,agent,problems,payment",8,complaint,enquiry
629,"want,open,user,account",8,account,set_up
630,"report,making,problem,payment",8,complaint,enquiry
631,"help,check,cancellation,fees",8,cancellation_fee,enquiry
632,"report,payment,problem",8,complaint,enquiry
633,"have,trying,pay,report,problem",8,complaint,enquiry
634,"close,user,account",8,account,deletion
635,"submit,feedback,services",8,feedback,enquiry
636,"check,have,delivery,options",8,delivery,enquiry
637,"change,purchase",8,purchase,modification
638,"have,need,registering,account,help",8,account,set_up
639,"remove,profile",8,account,deletion
640,"ask,solve,agent,problem,payment",8,complaint,enquiry
641,"track,purchase",8,order,enquiry
642,"want,check,tell,do,orders",8,order,enquiry
643,"inform,payment,problem",8,complaint,enquiry
644,"create,user,accounts,email,address",8,account,set_up
645,"update,shipping,address",8,shipping address,modification
646,"tell,track,packages",8,order,enquiry
647,"stole,reset,password",8,account,restoration
648,"view,cancellation,fees",8,cancellation_fee,enquiry
649,"got,do,create,account",8,account,set_up
650,"like,file,service,consumer,complaint",8,complaint,enquiry
651,"see,status,reimbursement",8,refund,enquiry
652,"view,cancellation,fee",8,cancellation_fee,enquiry
653,"got,tried,make,charged,report,error,message,payment",7,complaint,enquiry
654,"cancelled,request,event,refund",7,refund,enquiry
655,"got,attempted,make,charged,inform,error,payment,card",7,complaint,enquiry
656,"lost,recover,account,password",7,account,restoration
657,"show,refund,status",7,refund,enquiry
658,"got,attempted,pay,charged,report,error,message",7,complaint,enquiry
659,"help,get,refunds,money",7,refund,enquiry
660,"speak,human",7,customer_support ,enquiry
661,"want,track,tell,do,shipment",7,order,enquiry
662,"want,check,tell,do,delivery",7,order,enquiry
663,"lost,reset,password",7,account,restoration
664,"have,paying,report,problem,card",7,complaint,enquiry
665,"help,check,refund,policy",7,refund,enquiry
666,"check,contact,time,customer,service",7,customer_support ,enquiry
667,"help,edit,information",7,account,modification
668,"have,paying,inform,problem,card",7,complaint,enquiry
669,"help,get,money",7,refund,enquiry
670,"show,refund,policy",7,refund,enquiry
671,"postponed,obtain,game,reimbursement",7,refund,enquiry
672,"forgot,recover,password",7,account,restoration
673,"tell,register,profile,email",7,account,set_up
674,"helping,do,speak,person",7,customer_support ,enquiry
675,"submit,service,comment",7,feedback,enquiry
676,"understand,do,contact,agent",7,customer_support ,enquiry
677,"find,check,bills",7,invoice,enquiry
678,"solve,payment,issues",7,payment methods,enquiry
679,"got,attempted,make,charged,notify,error,message,payment",7,complaint,enquiry
680,"want,get,reimbursement",7,refund,enquiry
681,"download,invoices",7,invoice,enquiry
682,"ask,see,agent,cancellation,fees",7,cancellation_fee,enquiry
683,"help,get,refunds",7,refund,enquiry
684,"help,check,accept,payment,methods",7,payment methods,enquiry
685,"want,know,create,account,email",7,account,set_up
686,"find,information,delivery,periods",7,delivery,enquiry
687,"want,check,tell,do,packages",7,order,enquiry
688,"lost,view,invoice",7,invoice,enquiry
689,"helping,do,contact,human",7,customer_support ,enquiry
690,"want,check,tell,do,order",7,order,enquiry
691,"got,tried,pay,charged,report,error,message",7,complaint,enquiry
692,"ask,leave,agent,comment",7,feedback,enquiry
693,"check,delivery",7,order,enquiry
694,"lodge,service,comment",7,complaint,enquiry
695,"have,trying,pay,report,problem,card",7,complaint,enquiry
696,"see,cancellation,penalty",7,cancellation_fee,enquiry
697,"postponed,request,event,reimbursement",7,refund,enquiry
698,"check,payment,options",7,payment methods,enquiry
699,"pops,try,pay,do,error,order",7,payment methods,enquiry
700,"tell,payment,methods",7,payment methods,enquiry
701,"tell,request,bills",7,invoice,enquiry
702,"leave,comment,service",7,feedback,enquiry
703,"need,setting,help,shipping,address",7,shipping address,modification
704,"contact,human",7,customer_support ,enquiry
705,"want,check,tell,do,shipments",7,order,enquiry
706,"got,tried,pay,charged,notify,error,message,card",7,complaint,enquiry
707,"got,attempted,make,charged,notify,error,payment",7,complaint,enquiry
708,"see,cancellation,fees",7,cancellation_fee,enquiry
709,"have,need,opening,account,help",7,account,set_up
710,"got,tried,make,charged,inform,error,message,payment,card",7,complaint,enquiry
711,"got,tried,make,charged,inform,error,payment,card",7,complaint,enquiry
712,"see,cancellation,penalties",7,cancellation_fee,enquiry
713,"ask,change,agent,account",7,account,modification
714,"ask,write,agent,review,service",7,feedback,enquiry
715,"ask,track,agent,packages",7,order,enquiry
716,"want,do,account",7,account,set_up
717,"cancelled,request,show,reimbursement",7,refund,enquiry
718,"want,use,switch,user,account",7,account,switch
719,"want,use,change,user,account",7,account,modification
720,"have,paying,inform,issue",7,,
721,"want,use,change,profile",7,,
722,"got,do,register,user,account",7,,
723,"know,need,do,buy,item",7,purchase,enquiry
724,"ask,make,agent,order",7,,
725,"ask,report,agent,issue,payment",7,complaint,enquiry
726,"check,expect,item",7,,
727,",customer,service",7,,
728,"talk,person",7,customer_support ,enquiry
729,"help,check,money,policy",7,refund,enquiry
730,"tell,see,invoices",7,invoice,enquiry
731,"hacked,do,recover,user,account",7,account,restoration
732,"remove,items,order",7,,
733,"got,attempted,pay,charged,report,error",7,,
734,"help,buy,",7,,
735,"ask,obtain,agent,bill",7,invoice,enquiry
736,"ask,inform,making,agent,problems,payment",7,complaint,enquiry
737,"receive,check,bill",7,invoice,enquiry
738,"want,track,tell,do,package",7,,
739,"have,trying,pay,report,issue",7,,
740,"ask,check,agent,order",7,,
741,"report,paying,problems",7,payment methods,enquiry
742,"wanna,know,create,accounts,email,address",7,account,set_up
743,"buy,",7,,
744,"cancelled,request,game,reimbursement",7,refund,enquiry
745,"help,track,refund",7,refund,enquiry
746,"have,trying,pay,inform,problem",7,,
747,"help,solve,issues,payment",7,,
748,"want,know,request,bill",7,invoice,enquiry
749,"have,trying,make,notify,problem,payment,card",7,complaint,enquiry
750,"help,get,refund,money",7,refund,enquiry
751,"got,tried,pay,charged,notify,error,card",7,complaint,enquiry
752,",refund,policy",7,refund,enquiry
753,"want,know,email",7,,
754,"got,tried,pay,charged,notify,error,message",7,complaint,enquiry
755,"ask,inform,making,agent,issue,payment",7,complaint,enquiry
756,"have,do,user,account",7,,
757,"check,offer,delivery,options",7,delivery,enquiry
758,"want,receive,tell,do,newsletter",7,,
759,"ask,check,agent,options,ticket,delivery",7,,
760,"close,profile",7,,
761,"ask,view,agent,payment,options",7,payment methods,enquiry
762,"have,paying,do,problem,order",7,,
763,"download,bills",7,invoice,enquiry
764,"have,do,create,user,account",7,,
765,"help,check,order",7,,
766,"submit,feedback,service",7,feedback,enquiry
767,"help,report,registration,issues",7,,
768,"help,leave,review",7,feedback,enquiry
769,"wanna,get,tell,do,invoice",7,invoice,enquiry
770,"tell,make,payment",7,,
771,"help,report,issues,payment",7,complaint,enquiry
772,"find,check,invoices",7,invoice,enquiry
773,"cancelling,made,assistance,order",7,,
774,"help,edit,account",7,,
775,"have,trying,make,notify,issue,payment",7,complaint,enquiry
776,"request,invoices",7,invoice,enquiry
777,"report,issues,payments",7,complaint,enquiry
778,"have,making,report,problem,payment",7,,
779,"help,getting,invoices",7,invoice,enquiry
780,"help,report,registration,issue",7,,
781,"need,do,open,account",7,,
782,"lost,check,invoices",7,invoice,enquiry
783,"get,invoices,purchases",7,invoice,enquiry
784,"ask,modify,agent,purchase",7,,
785,"made,modify,mistake,order",7,,
786,"tell,obtain,invoices",7,invoice,enquiry
787,"remember,retrieve,account,password",7,account,restoration
788,"need,open,user,account",7,,
789,"have,paying,inform,issue,card",7,,
790,"have,making,inform,issue,payment,card",7,,
791,"ask,view,agent,invoices",7,invoice,enquiry
792,"changed,remove,mind,profile",7,,
793,"ask,see,agent,money,policy",7,refund,enquiry
794,"view,invoices",7,invoice,enquiry
795,"see,money,guarantee",7,refund,enquiry
796,"help,edit,information,account",7,account,modification
797,"have,trying,make,notify,problem,payment",7,complaint,enquiry
798,"see,options,ticket,delivery",7,,
799,"want,delete,user,account",7,account,deletion
800,"changed,cancel,mind,user,account",7,,
801,"want,know,see,invoice",7,invoice,enquiry
802,"cancel,profile",7,,
803,"know,need,do,track,order",7,order,enquiry
804,"changed,close,mind,profile",7,,
805,"view,options,ticket,delivery",7,,
806,"lost,view,invoices",7,invoice,enquiry
807,"edit,shipping,address",7,shipping address,modification
808,"see,reimbursement,policy",7,refund,enquiry
809,"view,money,policy",7,refund,enquiry
810,"ask,request,agent,bill",7,invoice,enquiry
811,"make,changes,shipping,address",7,shipping address,modification
812,"tell,expect,arrive,tickets",7,,
813,"help,file,complaint,business",7,complaint,enquiry
814,"view,refund,policy",7,refund,enquiry
815,"inform,paying,problem",7,,
816,"solve,making,issues,payment",7,,
817,"want,remove,profile",7,account,deletion
818,"open,user,account",7,,
819,"have,trying,pay,do,problem,order",7,,
820,"check,going,arrive,delivery",7,,
821,"find,view,bill",7,invoice,enquiry
822,"take,look,invoice",7,invoice,enquiry
823,"lost,retrieve,account,password",7,account,restoration
824,"help,canceling,order",7,order,cancellation
825,"have,trying,make,report,issue,payment",7,,
826,"check,expect,delivery",7,,
827,"find,invoices",7,invoice,enquiry
828,"ask,check,agent,status,refund",7,refund,enquiry
829,"ordered,modify,purchase",7,,
830,"help,check,options,delivery",7,,
831,"give,information,delivery,period",7,,
832,"tell,phone,number,contact",7,,
833,"cancelled,get,game,refund",7,refund,enquiry
834,"got,tried,make,charged,report,error,payment",7,,
835,"ask,notify,paying,agent,issues",7,complaint,enquiry
836,"hacked,need,getting,account,help",7,account,restoration
837,"ask,view,agent,status,refund",7,refund,enquiry
838,"want,know,download,invoice",7,invoice,enquiry
839,"see,status,purchase",7,purchase,enquiry
840,"help,switch,user",7,,
841,"want,know,change,order",7,order,modification
842,"have,trying,make,inform,problem,payment",7,,
843,"want,know,get,invoice",7,invoice,enquiry
844,"got,want,create,account",7,account,set_up
845,"ask,solve,making,agent,problem,payment",7,complaint,enquiry
846,"got,tried,pay,charged,inform,error",7,,
847,"inform,payment,issue",7,,
848,"helping,do,talk,person",7,customer_support ,enquiry
849,"help,check,invoice",7,invoice,enquiry
850,"tell,have,accounts",7,account,set_up
851,"help,report,payment,issue",7,,
852,"show,options,delivery",7,,
853,"see,status,refund",7,refund,enquiry
854,"register,profiles,email",7,,
855,"got,attempted,make,charged,report,error,payment",7,,
856,"inform,making,problems,payment",7,,
857,"lost,recover,password",7,account,restoration
858,"want,know,register,user,accounts,email",7,account,set_up
859,"have,help,create,account",7,account,set_up
860,"show,contact,mail",7,customer_support ,enquiry
861,"ordered,change,purchase",7,purchase,modification
862,"find,information,delivery,period",7,,
863,"obtain,invoices",7,invoice,enquiry
864,"want,know,create,profiles,email",7,account,set_up
865,"find,view,invoices",7,invoice,enquiry
866,"want,know,modify,purchase",7,,
867,"have,want,create,account",7,account,set_up
868,"got,have,do,open,account",7,,
869,"purchased,modify,purchase",7,,
870,"get,attempt,make,do,error,message,payment,order",6,,
871,"get,try,make,do,error,payment,order",6,,
872,"have,have,do,set,shipping,address",6,shipping address,set_up
873,"have,want,set,shipping,address",6,shipping address,set_up
874,"find,information,email",6,,
875,",email,address",6,,
876,"inform,issues,payment",6,,
877,"like,set,shipping,address",6,shipping address,set_up
878,"got,attempted,make,charged,notify,error,payment,card",6,complaint,enquiry
879,"have,do,call,question",6,,
880,"postponed,obtain,game,refund",6,refund,enquiry
881,"report,making,issues,payment",6,,
882,"lost,view,bills",6,invoice,enquiry
883,"setting,issues,shipping,address",6,shipping address,set_up
884,"find,view,invoice",6,invoice,enquiry
885,"have,trying,pay,notify,issue",6,complaint,enquiry
886,"have,trying,pay,notify,issue,card",6,complaint,enquiry
887,"ask,make,agent,changes,shipping,address",6,shipping address,modification
888,",order",6,,
889,"cancelled,get,game,reimbursement",6,refund,enquiry
890,",mail",6,,
891,"remove,items",6,,
892,"show,contact,email",6,,
893,"know,check,status,order",6,,
894,"solve,payment,issue",6,,
895,"want,set,shipping,address",6,shipping address,set_up
896,"setting,issue,shipping,address",6,shipping address,set_up
897,",email",6,,
898,"try,set,shipping,address",6,shipping address,set_up
899,"find,information,mail",6,,
900,"solve,issue,payment",6,,
901,"ask,inform,fucking,making,agent,problems,payment",6,complaint,enquiry
902,"go,do,payment",6,,
903,"have,help,set,shipping,address",6,shipping address,set_up
904,"get,information,delivery,periods",6,,
